"<strong>Attention</strong>: Captcha is case sensitive.","<strong>注意</strong>： 圖片文字有區分大小寫"
"After number of attempts to login","在登入失敗幾次後出現"
"Always","一直"
"CAPTCHA","驗證碼"
"CAPTCHA Timeout (minutes)","CAPTCHA 逾時 (分鐘)"
"CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen","CAPTCHA 在 ""建立使用者"" 與 ""遺忘密碼"" 表單只要啟用就會一直出現"
"Case Sensitive","區分大小寫"
"Displaying Mode","顯示模式"
"Enable CAPTCHA in Admin","在管理介面啟用 CAPTCHA"
"Enable CAPTCHA on Frontend","在前台啟用 CAPTCHA"
"Font","字型"
"Forms","表單"
"If 0 is specified, CAPTCHA on the Login form will be always available.","如果指定 0 ，登入表單的 CAPTCHA 會一直出現"
"Incorrect CAPTCHA.","錯誤的 CAPTCHA"
"Number of Symbols","符號數量"
"Number of Unsuccessful Attempts to Login","登入失敗次數"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","請最多指定 8 個文字，可以使用範圍 (例如 3-5)"
"Please type the letters below","請輸入圖片看到的文字"
"Please type the letters from the image:","請輸入圖片看到的文字："
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","這個欄位只接受字母 (a-z 或 A-Z) 或數字 (0-9) ，無法使用空白或其他字元。<br />看起來相近的字元 (例如 ""i"", ""l"", ""1"") 客戶會不容易辨識"
"Reload captcha","重新載入圖片"
"Symbols Used in CAPTCHA","CAPTCHA 使用的符號"
