"All Credit Cards / Visa, Mastercard, AMEX, JCB, Diners (powered by Moneybookers) - International","所有信用卡 / Visa, Mastercard, AMEX, JCB, Diners (powered by Moneybookers) – 國際"
"CartaSi (powered by Moneybookers) - Italy","CartaSi (powered by Moneybookers) – 意大利"
"Carte Bleue (powered by Moneybookers) - France","Carte Bleue (powered by Moneybookers) – 法國"
"Customer ID","客戶 ID"
"Dankort (powered by Moneybookers) - Denmark","Dankort (powered by Moneybookers) – 丹麥"
"EPS Online-Überweisung (powered by Moneybookers) - Austria","EPS Online-Überweisung（由 Moneybookers 支援） - 奧地利"
"Enabled","啟動"
"Find out more about Online Bank Transfer","尋找更多的網上銀行轉帳"
"Giropay (powered by Moneybookers) - Germany","Giropay (powered by Moneybookers) – 德國"
"Laser (powered by Moneybookers) - Ireland","Laser (powered by Moneybookers) – 愛爾蘭"
"Lastschrift (ELV) (powered by Moneybookers) - Germany","Lastschrift (ELV) (powered by Moneybookers) – 德國"
"Loading secure payment page (SSL)","載入安全付款頁面 (SSL)"
"Maestro (powered by Moneybookers) - United Kingdom, Austria, Spain","Maestro (powered by Moneybookers) – 英國,澳大利亞,西班牙"
"Moneybookers","Moneybookers"
"Moneybookers Settings","Moneybookers 設定"
"Moneybookers Transaction ID: %s","Moneybookers 交易 ID: %s"
"Moneybookers eWallet","Moneybookers 電子錢包"
"More information about Moneybookers","更多關於Moneybookers的資訊"
"Nordea Solo (powered by Moneybookers) - Finland","Nordea Solo (powered by Moneybookers) – 芬蘭"
"Nordea Solo (powered by Moneybookers) - Sweden","Nordea Solo (powered by Moneybookers) – 瑞典"
"Online Bank Transfer (powered by Moneybookers)","線上銀行轉帳 (powered by Moneybookers)"
"Order ID","訂單 ID"
"POLi (powered by Moneybookers) - Australia","POLi (powered by Moneybookers) – 澳大利亞"
"Payment failed.","付款失敗"
"Payment from Applicable Countries","可以付款到的國家"
"Payment from Specific Countries","指定可以付款的國家"
"Payment has not been processed yet.","還沒有被處理的付款"
"Payment was canceled.","付款已經被取消"
"Pending bank transfer created.","等待銀行處理"
"Please pay your order now","請付款您的訂單"
"Postepay (powered by Moneybookers) - Italy","Postepay (powered by Moneybookers) – 意大利"
"Powered by Moneybookers","Powered by Moneybookers, Translation by MagentoChina.Org"
"Przelewy24 (powered by Moneybookers) - Poland","Przelewy24 (powered by Moneybookers) – 波蘭"
"Sofortüberweisung (powered by Moneybookers) - Germany","Sofortüberweisung（由Moneybookers驅動） - 德國"
"Sort Order","訂單排序"
"The amount has been authorized and captured by Moneybookers.","款項已經被通過審核"
"The customer was redirected to Moneybookers.","客戶會被引導到Moneybookers"
"The order has been canceled.","訂單已經被取消"
"Title","標題"
"You will be redirected to our secure payment page when you place an order.","當您下訂單時,會被引導到我們的安全付款頁面"
"eNETS (powered by Moneybookers) - Singapore","eNETS (powered by Moneybookers) – 新加坡"
"iDeal (powered by Moneybookers) - Netherlands","iDeal (powered by Moneybookers) – 荷蘭"
